tier,fico,approve date,term,amount,car type,competition apr,accept,apr,prime,partner bin
4,669,5/5/2004,60,26600,U,4.65,0,9.34,1.1,3
3,670,5/5/2004,60,15136,U,4.65,0,7.04,1.1,1
1,751,5/5/2004,60,17499,U,4.65,1,4.65,1.1,3
3,683,5/5/2004,60,25000,U,4.65,0,7.04,1.1,1
1,745,5/5/2004,60,48000,U,4.65,0,4.65,1.1,3
3,687,5/5/2004,60,10164,U,4.65,1,7.04,1.1,3
4,645,5/5/2004,60,30000,U,4.65,0,9.34,1.1,1
3,697,5/5/2004,60,40000,U,4.65,0,7.04,1.1,2
1,788,5/5/2004,60,7999.99,U,4.65,0,4.65,1.1,1
2,721,5/5/2004,60,5000,U,4.65,1,6.29,1.1,1
3,677,5/5/2004,60,14202.67,U,4.65,1,7.04,1.1,3
4,666,5/5/2004,60,28000,U,4.65,0,9.34,1.1,1
1,744,5/5/2004,60,5000,U,4.65,1,4.65,1.1,1
3,677,5/5/2004,60,27000,U,4.65,0,7.04,1.1,1
2,701,5/5/2004,60,18000,U,4.65,1,6.29,1.1,1
3,661,5/5/2004,60,20000,U,4.65,0,7.04,1.1,1
1,768,5/5/2004,60,35000,U,4.65,0,4.65,1.1,3
3,695,5/5/2004,60,25226,U,4.65,0,7.04,1.1,2
1,739,5/5/2004,60,19658.43,U,4.65,1,4.65,1.1,1
1,757,5/5/2004,60,26000,U,4.65,0,4.65,1.1,3
4,640,5/5/2004,60,7544.59,U,4.65,1,9.34,1.1,1
1,767,5/5/2004,60,16800,U,4.65,0,4.65,1.1,3
4,654,5/5/2004,60,15706,U,4.65,0,9.34,1.1,3
4,663,5/6/2004,60,16499,U,4.65,0,9.34,1.1,1
4,664,5/6/2004,60,20999,U,4.65,0,9.34,1.1,3
1,751,5/6/2004,60,10999.99,U,4.65,0,4.65,1.1,3
1,773,5/6/2004,60,25600,U,4.65,0,4.65,1.1,1
1,722,5/6/2004,60,35000,U,4.65,0,4.65,1.1,3
4,656,5/6/2004,60,13999,U,4.65,0,9.34,1.1,3
3,659,5/6/2004,60,11000,U,4.65,1,7.04,1.1,1
1,734,5/6/2004,60,40000,U,4.65,0,4.65,1.1,2
1,739,5/6/2004,60,23000,U,4.65,0,4.65,1.1,3
2,711,5/6/2004,60,25000,U,4.65,0,6.29,1.1,3
1,793,5/6/2004,60,21800,U,4.65,0,4.65,1.1,1
3,681,5/6/2004,60,9999,U,4.65,0,7.04,1.1,3
2,727,5/6/2004,60,19999.99,U,4.65,0,6.29,1.1,3
3,693,5/6/2004,60,36000,U,4.65,0,7.04,1.1,2
4,646,5/6/2004,60,20000,U,4.65,0,9.34,1.1,1
1,735,5/6/2004,60,21500,U,4.65,0,4.65,1.1,3
1,773,5/6/2004,60,22000,U,4.65,0,4.65,1.1,3
4,664,5/6/2004,60,22000,U,4.65,0,9.34,1.1,3
4,669,5/6/2004,60,9999.99,U,4.65,0,9.34,1.1,1
1,761,5/6/2004,60,32000,U,4.65,0,4.65,1.1,1
1,730,5/6/2004,60,54672.97,U,4.65,1,4.65,1.1,1
1,735,5/6/2004,60,32000,U,4.65,0,4.65,1.1,3
2,720,5/6/2004,60,35000,U,4.65,0,6.29,1.1,2
4,661,5/6/2004,60,25000,U,4.65,0,9.34,1.1,2
3,678,5/6/2004,60,15240,U,4.65,1,7.04,1.1,3
1,744,5/6/2004,60,35000,U,4.65,0,4.65,1.1,1
1,730,5/6/2004,60,19999.99,U,4.65,0,4.65,1.1,3
3,690,5/6/2004,60,7566.2,U,4.65,1,7.04,1.1,3
1,737,5/6/2004,60,20000,U,4.65,1,4.65,1.1,1
1,763,5/6/2004,60,28242,U,4.65,0,4.65,1.1,3
3,684,5/6/2004,60,14999,U,4.65,1,7.99,1.1,1
1,741,5/6/2004,60,27000,U,4.65,1,4.65,1.1,1
3,682,5/6/2004,60,23350,U,4.65,0,7.99,1.1,3
1,761,5/6/2004,60,18560.67,U,4.65,1,4.65,1.1,3
1,759,5/6/2004,60,36072,U,4.65,0,4.65,1.1,3
3,643,5/6/2004,60,18417.7,U,4.65,1,7.04,1.1,1
1,778,5/6/2004,60,22000,U,4.65,0,4.65,1.1,3
4,640,5/6/2004,60,23743,U,4.65,0,9.34,1.1,3
1,767,5/6/2004,60,30000,U,4.65,0,4.35,1.1,3
4,640,5/6/2004,60,11297,U,4.65,0,9.34,1.1,3
1,773,5/6/2004,60,20000,U,4.65,1,4.65,1.1,1
3,697,5/6/2004,60,6623.5,U,4.65,1,7.04,1.1,3
1,736,5/6/2004,60,30000,U,4.65,1,4.65,1.1,3
4,665,5/6/2004,60,13499.99,U,4.65,0,9.34,1.1,1
1,779,5/6/2004,60,22500,U,4.65,0,4.65,1.1,1
1,695,5/6/2004,60,30000,U,4.65,0,4.65,1.1,2
1,740,5/6/2004,60,37000,U,4.65,0,4.65,1.1,2
1,743,5/6/2004,60,17500,U,4.65,0,4.65,1.1,1
4,644,5/6/2004,60,26000,U,4.65,0,9.34,1.1,3
3,674,5/6/2004,60,25000,U,4.65,0,7.04,1.1,1
1,749,5/6/2004,60,26123,U,4.65,0,4.65,1.1,1
4,651,5/7/2004,60,21000,U,4.65,1,9.34,1.1,3
4,643,5/7/2004,60,17500,U,4.65,0,9.34,1.1,2
1,751,5/7/2004,60,22500,U,4.65,0,4.65,1.1,1
4,658,5/7/2004,60,9999.99,U,4.65,0,9.34,1.1,3
2,704,5/7/2004,60,21946.99,U,4.65,0,6.29,1.1,1
1,728,5/7/2004,60,34000,U,4.65,0,4.65,1.1,3
1,742,5/7/2004,60,9999,U,4.65,0,4.65,1.1,1
1,734,5/7/2004,60,16551,U,4.65,1,4.65,1.1,1
3,681,5/7/2004,60,50900,U,4.65,0,7.04,1.1,1
1,740,5/7/2004,60,30000,U,4.65,0,4.65,1.1,1
1,749,5/7/2004,60,25000,U,4.65,0,4.65,1.1,1
1,774,5/7/2004,60,17635.3,U,4.65,1,4.65,1.1,3
2,714,5/7/2004,60,32000,U,4.65,0,6.29,1.1,1
3,680,5/7/2004,60,25000,U,4.65,0,7.04,1.1,3
1,806,5/7/2004,60,14689.2,U,4.65,1,4.65,1.1,1
1,695,5/7/2004,60,27000,U,4.65,0,4.65,1.1,3
2,726,5/7/2004,60,13999.99,U,4.65,0,6.29,1.1,3
1,730,5/7/2004,60,15799,U,4.65,1,4.65,1.1,1
3,696,5/7/2004,60,12999.99,U,4.65,0,7.04,1.1,3
4,659,5/7/2004,60,17000,U,4.65,1,9.34,1.1,1
2,693,5/7/2004,60,14700,U,4.65,1,6.29,1.1,3
2,710,5/7/2004,60,19500,U,4.65,0,6.29,1.1,3
1,768,5/7/2004,60,20000,U,4.65,0,4.65,1.1,3
3,694,5/7/2004,60,29999,U,4.65,0,7.04,1.1,3
1,730,5/7/2004,60,8664.7,U,4.65,1,4.65,1.1,1
1,702,5/7/2004,60,30000,U,4.65,0,4.65,1.1,2
4,649,5/7/2004,60,24374,U,4.65,0,9.34,1.1,1
2,706,5/7/2004,60,30819,U,4.65,0,6.29,1.1,2
1,772,5/7/2004,60,80000,U,4.65,0,4.65,1.1,3
1,739,5/7/2004,60,17500,U,4.65,0,4.65,1.1,3
3,671,5/7/2004,60,19360,U,4.65,1,7.04,1.1,1
1,756,5/7/2004,60,28000,U,4.65,0,4.65,1.1,1
2,728,5/7/2004,60,15999.99,U,4.65,0,6.29,1.1,3
1,777,5/7/2004,60,20000,U,4.65,0,4.65,1.1,3
4,657,5/7/2004,60,21999.99,U,4.65,0,9.34,1.1,1
1,794,5/7/2004,60,13900,U,4.65,1,4.65,1.1,1
3,690,5/7/2004,60,35000,U,4.65,0,7.04,1.1,1
1,754,5/7/2004,60,24500,U,4.65,0,4.65,1.1,3
1,784,5/7/2004,60,26000,U,4.65,1,4.65,1.1,1
3,690,5/8/2004,60,29950,U,4.75,1,7.04,1.1,1
4,646,5/7/2004,60,15000,U,4.65,0,9.34,1.1,3
4,653,5/7/2004,60,37000,U,4.65,0,9.34,1.1,3
1,780,5/7/2004,60,9999.99,U,4.65,1,4.65,1.1,3
4,657,5/7/2004,60,34000,U,4.65,1,9.34,1.1,1
3,696,5/7/2004,60,15000,U,4.65,0,7.04,1.1,1
4,641,5/7/2004,60,14999.99,U,4.65,0,9.34,1.1,1
1,709,5/7/2004,60,18999.99,U,4.65,0,4.65,1.1,1
2,726,5/7/2004,60,38000,U,4.65,0,6.29,1.1,1
2,727,5/8/2004,60,18299.99,U,4.75,0,6.29,1.1,1
3,696,5/8/2004,60,18210,U,4.75,0,7.04,1.1,3
3,678,5/8/2004,60,19999.99,U,4.75,0,7.04,1.1,3
1,767,5/8/2004,60,25000,U,4.75,0,4.65,1.1,3
2,711,5/8/2004,60,32000,U,4.75,0,6.29,1.1,2
1,723,5/8/2004,60,27263.11,U,4.75,1,4.65,1.1,3
1,811,5/8/2004,60,11699.99,U,4.75,1,4.65,1.1,1
3,714,5/8/2004,60,40000,U,4.75,0,6.29,1.1,2
3,672,5/8/2004,60,9999.99,U,4.75,0,7.04,1.1,3
2,696,5/10/2004,60,30739,U,4.75,0,6.29,1.1,3
3,670,5/8/2004,60,60000,U,4.75,0,7.04,1.1,1
3,692,5/8/2004,60,40363,U,4.75,0,7.04,1.1,1
3,696,5/8/2004,60,24999.99,U,4.75,0,7.04,1.1,1
2,721,5/8/2004,60,26999.99,U,4.75,0,6.29,1.1,2
1,734,5/8/2004,60,18261,U,4.75,0,4.65,1.1,3
1,734,5/8/2004,60,15055.5,U,4.75,1,4.65,1.1,1
3,670,5/10/2004,60,10155,U,4.75,1,7.04,1.1,1
3,666,5/8/2004,60,10178.32,U,4.75,1,7.04,1.1,1
3,720,5/8/2004,60,13999.99,U,4.75,0,6.29,1.1,3
1,704,5/10/2004,60,30000,U,4.75,0,4.65,1.1,1
4,665,5/8/2004,60,5999.99,U,4.75,0,9.34,1.1,3
1,809,5/8/2004,60,28000,U,4.75,0,4.65,1.1,3
1,730,5/9/2004,60,34444,U,4.75,0,4.65,1.1,1
1,789,5/9/2004,60,32874.98,U,4.75,1,4.65,1.1,1
1,747,5/9/2004,60,15977.44,U,4.75,1,4.65,1.1,1
1,749,5/9/2004,60,49999,U,4.75,0,4.65,1.1,1
1,735,5/9/2004,60,36000,U,4.75,0,4.65,1.1,1
2,715,5/9/2004,60,28000,U,4.75,0,6.29,1.1,1
1,762,5/8/2004,60,12345.61,U,4.75,1,4.65,1.1,1
2,711,5/9/2004,60,32000,U,4.75,0,6.29,1.1,2
4,644,5/9/2004,60,34000,U,4.75,0,9.34,1.1,1
2,660,5/9/2004,60,32000,U,4.75,0,6.29,1.1,1
4,668,5/9/2004,60,32000,U,4.75,0,9.34,1.1,2
3,681,5/9/2004,60,20000,U,4.75,0,7.04,1.1,1
3,689,5/9/2004,60,30000,U,4.75,0,7.04,1.1,3
2,723,5/9/2004,60,30000,U,4.75,0,6.29,1.1,3
3,693,5/9/2004,60,28000,U,4.75,0,7.04,1.1,1
3,695,5/9/2004,60,27500,U,4.75,0,7.04,1.1,1
1,808,5/9/2004,60,17300,U,4.75,1,4.65,1.1,1
4,652,5/9/2004,60,26650,U,4.75,0,9.34,1.1,1
4,666,5/10/2004,60,14999.99,U,4.75,0,9.34,1.1,1
4,666,5/10/2004,60,25000,U,4.75,0,9.34,1.1,3
3,681,5/9/2004,60,12532.24,U,4.75,1,8.24,1.1,3
1,744,5/9/2004,60,28500,U,4.75,0,4.65,1.1,3
1,764,5/9/2004,60,25300,U,4.75,0,4.65,1.1,3
1,788,5/9/2004,60,25000,U,4.75,1,4.65,1.1,1
3,699,5/9/2004,60,27038,U,4.75,0,7.04,1.1,1
2,704,5/9/2004,60,30000,U,4.75,0,6.29,1.1,2
2,711,5/9/2004,60,31000,U,4.75,0,6.29,1.1,2
1,762,5/9/2004,60,28000,U,4.75,0,4.65,1.1,3
1,778,5/9/2004,60,20700.7,U,4.75,1,4.65,1.1,1
3,682,5/9/2004,60,30000,U,4.75,0,7.04,1.1,3
2,690,5/9/2004,60,30000,U,4.75,0,6.29,1.1,1
4,664,5/9/2004,60,20072,U,4.75,0,9.34,1.1,1
3,753,5/9/2004,60,13500,U,4.75,0,4.29,1.1,1
1,756,5/9/2004,60,12544,U,4.75,0,4.95,1.1,1
2,713,5/9/2004,60,30000,U,4.75,0,6.29,1.1,1
4,652,5/9/2004,60,17999.99,U,4.75,0,9.34,1.1,3
1,752,5/9/2004,60,20000,U,4.75,0,4.65,1.1,3
1,714,5/9/2004,60,21799.65,U,4.75,1,4.65,1.1,1
4,657,5/9/2004,60,22000,U,4.75,0,9.34,1.1,3
1,722,5/9/2004,60,32000,U,4.75,0,4.65,1.1,2
1,761,5/9/2004,60,20503.64,U,4.75,1,4.65,1.1,1
4,650,5/10/2004,60,19999,U,4.75,0,9.34,1.1,1
1,778,5/10/2004,60,8146.13,U,4.75,1,4.65,1.1,1
1,740,5/10/2004,60,20406,U,4.75,0,4.65,1.1,3
4,652,5/10/2004,60,10000,U,4.75,0,9.34,1.1,3
3,676,5/10/2004,60,31000,U,4.75,0,7.04,1.1,2
3,670,5/10/2004,60,29000,U,4.75,0,7.04,1.1,3
1,738,5/11/2004,60,16306.72,U,4.75,1,4.75,1.1,1
4,657,5/10/2004,60,17205,U,4.75,0,9.34,1.1,1
2,713,5/10/2004,60,18491,U,4.75,0,6.29,1.1,3
2,723,5/10/2004,60,30000,U,4.75,0,6.29,1.1,1
1,784,5/10/2004,60,7499.99,U,4.75,0,4.35,1.1,3
1,793,5/10/2004,60,30000,U,4.75,0,4.65,1.1,1
1,756,5/10/2004,60,13755.64,U,4.75,1,4.65,1.1,1
1,761,5/10/2004,60,23000,U,4.75,0,4.65,1.1,1
1,783,5/10/2004,60,11495,U,4.75,1,4.65,1.1,1
2,669,5/10/2004,60,23000,U,4.75,0,6.29,1.1,3
3,670,5/10/2004,60,18189,U,4.75,1,7.04,1.1,1
3,670,5/10/2004,60,17000,U,4.75,0,7.04,1.1,3
1,771,5/10/2004,60,21071.17,U,4.75,1,4.65,1.1,1
1,730,5/10/2004,60,13494.94,U,4.75,1,4.65,1.1,1
3,692,5/10/2004,60,31000,U,4.75,0,7.04,1.1,2
3,693,5/10/2004,60,11466,U,4.75,1,7.04,1.1,1
1,731,5/10/2004,60,33776,U,4.75,0,4.65,1.1,2
2,707,5/10/2004,60,6629.24,U,4.75,1,6.29,1.1,1
4,660,5/10/2004,60,47800,U,4.75,0,9.34,1.1,2
1,772,5/10/2004,60,22000,U,4.75,0,4.65,1.1,1
1,769,5/10/2004,60,21000,U,4.75,0,4.65,1.1,3
4,664,5/10/2004,60,34053,U,4.75,0,9.34,1.1,1
3,672,5/10/2004,60,36187.5,U,4.75,1,7.04,1.1,1
1,789,5/10/2004,60,21379,U,4.75,1,4.65,1.1,3
2,695,5/10/2004,60,50000,U,4.75,0,6.29,1.1,2
2,694,5/10/2004,60,20000,U,4.75,0,6.29,1.1,1
2,708,5/10/2004,60,30000,U,4.75,0,6.29,1.1,3
3,671,5/10/2004,60,23000,U,4.75,0,7.04,1.1,1
2,725,5/10/2004,60,24000,U,4.75,0,6.29,1.1,3
2,711,5/10/2004,60,24353,U,4.75,0,6.29,1.1,3
3,689,5/10/2004,60,7245,U,4.75,1,7.04,1.1,1
2,711,5/10/2004,60,25207,U,4.75,0,6.29,1.1,3
3,691,5/10/2004,60,20644.49,U,4.75,1,7.04,1.1,1
4,669,5/10/2004,60,14559.44,U,4.75,1,9.34,1.1,3
1,820,5/10/2004,60,19930.2,U,4.75,1,4.65,1.1,1
3,668,5/10/2004,60,18500,U,4.75,1,6.29,1.1,1
3,674,5/10/2004,60,18274.63,U,4.75,1,7.04,1.1,3
2,706,5/10/2004,60,37500,U,4.75,0,6.29,1.1,2
1,739,5/10/2004,60,44800,U,4.75,1,4.65,1.1,3
2,727,5/10/2004,60,19000,U,4.75,0,6.29,1.1,3
1,754,5/10/2004,60,10470.34,U,4.75,1,4.75,1.1,3
3,682,5/10/2004,60,23208,U,4.75,0,7.04,1.1,2
3,687,5/10/2004,60,22600,U,4.75,0,7.79,1.1,3
4,663,5/10/2004,60,15000,U,4.75,0,9.34,1.1,3
3,670,5/10/2004,60,23000,U,4.75,0,7.04,1.1,1
4,648,5/10/2004,60,53000,U,4.75,0,9.34,1.1,1
1,732,5/10/2004,60,26000,U,4.75,0,4.75,1.1,3
1,713,5/10/2004,60,8386.4,U,4.75,1,4.75,1.1,3
3,690,5/10/2004,60,15489,U,4.75,1,7.04,1.1,1
1,750,5/10/2004,60,23000,U,4.75,1,4.75,1.1,3
3,678,5/10/2004,60,25000,U,4.75,0,7.04,1.1,3
1,733,5/10/2004,60,20000,U,4.75,0,4.75,1.1,3
1,740,5/11/2004,60,20000,U,4.75,0,4.75,1.1,3
3,663,5/11/2004,60,20000,U,4.75,0,7.79,1.1,1
4,648,5/11/2004,60,28999,U,4.75,0,10.09,1.1,3
2,723,5/11/2004,60,19999.99,U,4.75,0,6.99,1.1,2
2,726,5/11/2004,60,30000,U,4.75,0,6.99,1.1,2
3,670,5/11/2004,60,25604,U,4.75,0,7.79,1.1,3
3,670,5/11/2004,60,5000,U,4.75,0,7.79,1.1,3
2,703,5/11/2004,60,30000,U,4.75,0,6.99,1.1,2
2,702,5/11/2004,60,25000,U,4.75,0,6.99,1.1,1
2,726,5/11/2004,60,30000,U,4.75,0,6.99,1.1,1
1,753,5/11/2004,60,28000,U,4.75,0,4.45,1.1,3
3,682,5/11/2004,60,14301.37,U,4.75,1,7.79,1.1,3
2,693,5/11/2004,60,11163,U,4.75,1,6.99,1.1,1
2,710,5/11/2004,60,24000,U,4.75,0,6.99,1.1,1
3,684,5/11/2004,60,45000,U,4.75,0,7.79,1.1,3
1,751,5/11/2004,60,33037.94,U,4.75,1,4.75,1.1,1
3,696,5/11/2004,60,35000,U,4.75,0,7.79,1.1,1
3,671,5/11/2004,60,24999.99,U,4.75,1,7.79,1.1,1
3,688,5/11/2004,60,25299.99,U,4.75,0,7.79,1.1,3
1,702,5/11/2004,60,29800,U,4.75,0,4.75,1.1,3
1,734,5/11/2004,60,17620,U,4.75,0,4.75,1.1,1
1,758,5/11/2004,60,28000,U,4.75,0,4.75,1.1,3
1,730,5/11/2004,60,15000,U,4.75,0,4.75,1.1,3
2,702,5/11/2004,60,18999,U,4.75,0,6.99,1.1,3
3,674,5/11/2004,60,30000,U,4.75,0,7.79,1.1,1
1,720,5/11/2004,60,20000,U,4.75,0,4.75,1.1,3
1,753,5/11/2004,60,33500,U,4.75,0,4.75,1.1,3
1,761,5/11/2004,60,11499.99,U,4.75,0,4.75,1.1,3
1,770,5/11/2004,60,21911,U,4.75,0,4.45,1.1,3
1,750,5/11/2004,60,22999.99,U,4.75,1,4.75,1.1,3
1,816,5/11/2004,60,30000,U,4.75,0,4.45,1.1,3
3,679,5/11/2004,60,10025,U,4.75,1,7.79,1.1,3
2,713,5/11/2004,60,13499,U,4.75,0,6.99,1.1,3
3,686,5/11/2004,60,26999.99,U,4.75,0,7.79,1.1,3
1,778,5/11/2004,60,20000,U,4.75,1,4.45,1.1,3
4,658,5/11/2004,60,27999.99,U,4.75,0,10.09,1.1,3
2,705,5/11/2004,60,35988,U,4.75,0,6.99,1.1,2
2,714,5/11/2004,60,42000,U,4.75,0,6.99,1.1,2
3,691,5/11/2004,60,32712,U,4.75,0,7.79,1.1,2
3,693,5/11/2004,60,29738,U,4.75,0,7.79,1.1,2
1,716,5/11/2004,60,30000,U,4.75,0,4.75,1.1,1
1,766,5/11/2004,60,24047.41,U,4.75,1,4.45,1.1,3
3,691,5/11/2004,60,23000,U,4.75,0,7.79,1.1,3
2,721,5/11/2004,60,32000,U,4.75,0,6.99,1.1,2
2,728,5/11/2004,60,42000,U,4.75,0,6.99,1.1,3
1,739,5/11/2004,60,11288.84,U,4.75,1,4.75,1.1,1
4,655,5/11/2004,60,23747,U,4.75,0,10.09,1.1,3
1,748,5/11/2004,60,13999.99,U,4.75,1,4.75,1.1,1
4,664,5/11/2004,60,15690,U,4.75,1,10.09,1.1,3
1,777,5/11/2004,60,36957,U,4.75,0,4.75,1.1,1
3,681,5/11/2004,60,28945,U,4.75,0,7.79,1.1,3
3,715,5/11/2004,60,16466,U,4.75,0,7.04,1.1,1
2,712,5/11/2004,60,37500,U,4.75,0,6.99,1.1,2
4,657,5/11/2004,60,18507,U,4.75,0,10.09,1.1,3
2,711,5/14/2004,60,20001,U,4.75,0,6.99,1.1,1
1,787,5/12/2004,60,10868.12,U,4.75,1,4.75,1.1,1
3,684,5/12/2004,60,29000,U,4.75,0,7.79,1.1,1
4,656,5/12/2004,60,23999.99,U,4.75,0,10.09,1.1,1
1,741,5/12/2004,60,39003,U,4.75,0,4.75,1.1,1
4,652,5/12/2004,60,22928.8,U,4.75,1,10.09,1.1,1
3,687,5/12/2004,60,16499.99,U,4.75,0,7.79,1.1,3
4,645,5/12/2004,60,17899.99,U,4.75,0,10.09,1.1,3
2,705,5/12/2004,60,6809.35,U,4.75,1,6.99,1.1,3
2,714,5/12/2004,60,32574,U,4.75,0,6.99,1.1,3
1,785,5/12/2004,60,19999.99,U,4.75,0,4.75,1.1,1
3,694,5/12/2004,60,34999,U,4.75,0,7.79,1.1,1
2,715,5/12/2004,60,34999.99,U,4.75,0,6.99,1.1,2
1,758,5/12/2004,60,17014.6,U,4.75,1,4.75,1.1,1
1,754,5/12/2004,60,25999.99,U,4.75,0,4.75,1.1,2
2,708,5/12/2004,60,24999,U,4.75,0,6.99,1.1,1
1,716,5/12/2004,60,30000,U,4.75,0,4.75,1.1,2
1,786,5/12/2004,60,24524,U,4.75,0,4.75,1.1,1
3,697,5/12/2004,60,37000,U,4.75,0,7.79,1.1,3
2,708,5/12/2004,60,40000,U,4.75,0,6.99,1.1,2
1,764,5/12/2004,60,12928.2,U,4.75,1,4.75,1.1,3
1,766,5/12/2004,60,23799,U,4.75,1,4.5,1.1,3
1,756,5/12/2004,60,20208,U,4.75,0,4.75,1.1,1
1,718,5/12/2004,60,16098.75,U,4.75,1,4.75,1.1,1
4,657,5/12/2004,60,20337,U,4.75,0,10.09,1.1,3
3,679,5/12/2004,60,17000,U,4.75,0,7.79,1.1,3
3,694,5/12/2004,60,13541,U,4.75,0,7.79,1.1,1
2,683,5/12/2004,60,22000,U,4.75,0,6.99,1.1,3
2,697,5/12/2004,60,32500,U,4.75,0,6.99,1.1,2
3,688,5/12/2004,60,16429,U,4.75,1,7.79,1.1,1
4,647,5/12/2004,60,25000,U,4.75,0,10.09,1.1,3
3,674,5/12/2004,60,45000,U,4.75,0,7.79,1.1,2
1,767,5/12/2004,60,22429,U,4.75,0,4.75,1.1,1
3,678,5/12/2004,60,15256.03,U,4.75,1,7.79,1.1,1
4,652,5/12/2004,60,18249,U,4.75,0,10.09,1.1,3
1,772,5/12/2004,60,45000,U,4.75,0,4.75,1.1,1
3,682,5/12/2004,60,24000,U,4.75,0,7.79,1.1,3
4,649,5/12/2004,60,15000,U,4.75,0,10.09,1.1,3
3,694,5/12/2004,60,33555,U,4.75,0,7.79,1.1,2
1,744,5/12/2004,60,24000,U,4.75,0,4.75,1.1,1
4,669,5/12/2004,60,24999.99,U,4.75,0,10.09,1.1,3
2,715,5/12/2004,60,30000,U,4.75,0,6.99,1.1,2
2,708,5/12/2004,60,22226,U,4.75,0,6.99,1.1,2
2,711,5/12/2004,60,30308,U,4.75,0,6.99,1.1,2
3,695,5/12/2004,60,19999,U,4.75,0,7.79,1.1,2
1,742,5/12/2004,60,28000,U,4.75,0,4.75,1.1,3
2,722,5/12/2004,60,28000,U,4.75,0,6.99,1.1,3
4,668,5/12/2004,60,34999.99,U,4.75,0,10.09,1.1,2
1,743,5/13/2004,60,12899.99,U,4.75,0,4.75,1.1,3
2,721,5/12/2004,60,25000,U,4.75,0,6.99,1.1,1
1,759,5/12/2004,60,19000,U,4.75,0,4.75,1.1,1
2,716,5/12/2004,60,28000,U,4.75,0,6.99,1.1,1
3,680,5/13/2004,60,30999,U,4.75,0,7.79,1.1,2
2,703,5/12/2004,60,32000,U,4.75,0,6.99,1.1,2
2,729,5/17/2004,60,25000,U,4.95,0,6.99,1.1,1
3,717,5/13/2004,60,20999,U,4.75,0,7.04,1.1,3
3,651,5/13/2004,60,23000,U,4.75,0,7.79,1.1,1
1,774,5/13/2004,60,23000,U,4.75,0,4.75,1.1,1
4,668,5/13/2004,60,16399.99,U,4.75,0,10.09,1.1,1
1,838,5/13/2004,60,41000,U,4.75,0,4.75,1.1,3
1,713,5/13/2004,60,40000,U,4.75,0,4.75,1.1,3
1,745,5/13/2004,60,50000,U,4.75,0,4.75,1.1,1
2,706,5/13/2004,60,30000,U,4.75,0,6.99,1.1,2
1,660,5/13/2004,60,16500,U,4.75,0,4.95,1.1,1
1,760,5/13/2004,60,18600,U,4.75,0,4.75,1.1,1
4,648,5/13/2004,60,6343.75,U,4.75,1,10.09,1.1,1
1,761,5/13/2004,60,10375.4,U,4.75,1,4.75,1.1,1
1,758,5/13/2004,60,23999.99,U,4.75,0,4.75,1.1,3
2,686,5/13/2004,60,5000,U,4.75,0,6.99,1.1,3
4,658,5/13/2004,60,9999.99,U,4.75,0,10.09,1.1,3
4,667,5/13/2004,60,19999,U,4.75,0,10.09,1.1,2
1,728,5/13/2004,60,32000,U,4.75,0,4.75,1.1,1
1,768,5/13/2004,60,20000,U,4.75,0,4.75,1.1,1
4,641,5/13/2004,60,12999.99,U,4.75,0,10.09,1.1,1
1,755,5/13/2004,60,13000,U,4.75,1,4.75,1.1,3
3,670,5/13/2004,60,22000,U,4.75,0,7.79,1.1,3
4,661,5/13/2004,60,10300,U,4.75,1,10.09,1.1,1
3,692,5/13/2004,60,40000,U,4.75,0,7.79,1.1,1
1,779,5/13/2004,60,27899,U,4.75,0,4.75,1.1,2
3,679,5/13/2004,60,30000,U,4.75,1,7.79,1.1,1
1,750,5/13/2004,60,9855.42,U,4.75,1,4.75,1.1,3
2,717,5/13/2004,60,40000,U,4.75,0,6.99,1.1,2
2,710,5/13/2004,60,12089.05,U,4.75,1,6.99,1.1,2
3,674,5/13/2004,60,30000,U,4.75,0,7.79,1.1,1
1,743,5/13/2004,60,20660.97,U,4.75,1,4.75,1.1,1
3,683,5/13/2004,60,26000,U,4.75,0,7.79,1.1,1
1,784,5/13/2004,60,10000,U,4.75,0,4.75,1.1,3
3,692,5/13/2004,60,9087,U,4.75,1,7.79,1.1,1
3,683,5/13/2004,60,23600,U,4.75,0,7.79,1.1,1
1,739,5/13/2004,60,10499.99,U,4.75,0,4.75,1.1,1
1,737,5/13/2004,60,35000,U,4.75,0,4.75,1.1,1
3,682,5/13/2004,60,32000,U,4.75,0,7.79,1.1,1
1,765,5/13/2004,60,11450.76,U,4.75,1,4.75,1.1,3
4,661,5/13/2004,60,26000,U,4.75,0,10.09,1.1,1
3,685,5/13/2004,60,31852,U,4.75,0,7.79,1.1,3
2,702,5/13/2004,60,31000,U,4.75,0,6.99,1.1,2
3,691,5/13/2004,60,24000,U,4.75,0,7.79,1.1,3
3,698,5/14/2004,60,22000,U,4.75,0,7.79,1.1,3
1,717,5/14/2004,60,25000,U,4.75,0,4.75,1.1,1
3,683,5/14/2004,60,6800,U,4.75,1,7.79,1.1,1
1,743,5/14/2004,60,19999.99,U,4.75,0,4.75,1.1,1
1,736,5/14/2004,60,22999.99,U,4.75,0,4.75,1.1,2
3,675,5/14/2004,60,38000,U,4.75,0,7.79,1.1,1
1,747,5/14/2004,60,23999.99,U,4.75,0,4.75,1.1,2
1,783,5/14/2004,60,11000,U,4.75,1,4.75,1.1,1
1,737,5/14/2004,60,17499,U,4.75,0,4.75,1.1,2
1,785,5/14/2004,60,25375.1,U,4.75,1,4.75,1.1,1
